,SAVSNET_consult_id,SAVSNET MPC,Consult_date,Species,All_Chemicals,Chemical,chemical,Disease,disease,vaccines,vacc,simple_chem,Simple_chem,year,month
3456,1556738,other_unwell,05-04-2016 18:49,dog,,,['Put'],"['diarrhoea', 'Vomiting', 'vomiting dry', 'purulent']","['diarrhoea', 'hypercreaturely cataract', 'Vomiting', 'vomiting dry', 'purulent', 'presente']",,,['Put'],,2016,April
2868,4199253,other_unwell,02-09-2018 13:30,rabbit,['noce'],,['noce'],,,,,"['Fine', 'noce']",['noce'],2018,September
3692,3312465,other_healthy,30-06-2017 18:01,cat,,,,"['calculus', 'Club', 'arrhythmia', 'gingivitis']","['calculus', 'Club', 'arrhythmia', 'adventitious lung sound', 'gingivitis', 'Intra-thoracic']",,,,,2017,June
3411,2906928,other_unwell,15-03-2017 09:17,dog,"['Metabolizable', 'steroid', 'Mnz']","['steroid', 'Mnz']","['steroid', 'Mnz']",,,,,"['Metabolizable', 'Intranasal 4 week']",['Metabolizable'],2017,March
2683,4320026,vaccination,20-03-2018 12:05,dog,"['nobivacdhp', 'tartar', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'pand', 'tartar', 'Nobivaclepto4']","['Cough', 'gingivitis']","['Cough', 'gingivitis', 'teeth', 'cardiac and thoracic aus No abnormality', 'snapping']","['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,['tartar'],['tartar'],2018,March
3431,4650254,respiratory,25-06-2018 15:34,dog,,,['espy'],,"['Muscle wastage hidling', 'sallowness']",,,,,2018,June
821,1854505,other_unwell,07-08-2016 12:24,dog,['Nonsteroidal antiinflammatory drugs'],,,"['shock', 'bruise']","['pes', 'shock', 'bruise']",,,['Nonsteroidal antiinflammatory drugs'],['Nonsteroidal antiinflammatory drugs'],2016,August
1089,4951881,other_healthy,24-08-2018 10:54,dog,['Iodine'],['Iodine'],['Iodine'],"['Vomiting', 'bleeding', 'vulva']","['gallstone', 'Vomiting', 'galactostasis', 'bleeding', 'Intra-thoracic', 'vulva']",,,,,2018,August
2253,1236264,trauma,24-02-2016 09:01,unknown,,,,['lame'],['lame'],,,,,2016,February
1183,3530160,other_unwell,23-08-2017 16:30,dog,,,['hydrogen'],"['infection', 'cystitis-adivsed']","['infection', 'cystitis-adivsed']",['Metacam meloxicam'],metacam,['hydrogen'],,2017,August
1165,3053757,vaccination,24-04-2017 11:32,dog,,,,"['abcess / cyst', 'Cough']","['abcess / cyst', 'Cough']","['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,,,2017,April
1422,5896279,post_op,25-03-2019 09:44,dog,,,,['Pododermatitis aseptica diffusa'],"['healer', 'Pododermatitis aseptica diffusa', 'neuroma']",,,,,2019,March
3625,6084906,gastroenteric,05-09-2019 16:23,dog,,,,"['diarrhoea', 'bleeding', 'depressed', 'vulva puffy', 'vomiting', 'colic']","['diarrhoea', 'toilette', 'bleeding', 'depressed', 'vulva puffy', 'vomiting', 'colic']",,,,,2019,September
3813,1416202,pruritus,04-04-2016 15:31,dog,,,,['Otitis Externa'],['Otitis Externa'],,,"['treatee', 'birng Intranasal']",,2016,April
502,5022509,vaccination,09-07-2018 17:56,dog,,,['nobivacdhp Nobivaclepto4 \xa0'],"['pancreatitis', 'Cough', 'pain']","['pancreatitis', 'Cough', 'pain']","['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,['Fine'],,2018,July
3349,3769411,respiratory,19-10-2017 16:42,dog,['Intranasal 2 week'],,"['apoquinine', 'worse-']","['crusting', 'purulent']","['crusting', 'purulent']",,,['Intranasal 2 week'],['Intranasal 2 week'],2017,October
3192,5476526,other_unwell,13-12-2018 09:46,dog,['Iodine'],['Iodine'],['Iodine'],,['Intra-thoracic'],,,"['Iodine advice', 'Iodine shower']",,2018,December
122,5899464,other_healthy,25-03-2019 16:01,dog,,,,"['death', 'uterine infection', 'post-mating infection', 'Urinary Tract Infection']","['death', 'uterine infection', 'post-mating infection', 'Urinary Tract Infection']",,,['conceptus - fluid'],,2019,March
2535,3927369,vaccination,27-11-2017 16:13,cat,,,,"['greasy', 'acne', 'skin - chin scabby', 'itchy', 'infection']","['greasy', 'acne', 'skin - chin scabby', 'itchy', 'infection', 'Intra-thoracic']",,,,,2017,November
4257,3012459,other_unwell,04-11-2017 17:08,dog,['engorged/more'],,,['flaccid'],['flaccid'],,,['engorged/more'],['engorged/more'],2017,November
725,2016257,vaccination,08-12-2016 11:19,cat,['a347b01'],['a347b01'],"['usun tea tree/', 'a347b01', 'trica']","['dandruff', 'Vomiting', 'Feline leukemia virus ( 5lzx01 )']","['dandruff', 'Vomiting', 'Feline leukemia virus ( 5lzx01 )', 'vivax']","['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,,,2016,December
3610,191344,other_unwell,17-09-2014 11:55,dog,,,,"['eating Intra-thoracic', 'polydipsia']","['eating Intra-thoracic', 'diabetes insipid', 'polydipsia']",,,,,2014,September
2172,4880372,trauma,08-10-2018 10:33,unknown,"['hibi', 'Nonsteroidal antiinflammatory drugs given prev concerns re low usg/proteinuria']",['hibi'],['hibi'],['purulent'],['purulent'],,,['Nonsteroidal antiinflammatory drugs given prev concerns re low usg/proteinuria'],['Nonsteroidal antiinflammatory drugs given prev concerns re low usg/proteinuria'],2018,October
1144,2235758,other_unwell,29-09-2016 18:01,dog,,,['surgy'],"['pruritus', 'SIT', 'allergy dermatitis', 'lame']","['pruritus', 'SIT', 'allergy dermatitis', 'lame']",,,,,2016,September
783,4784917,post_op,23-07-2018 10:06,dog,,,,['chest No abnormality'],"['chest No abnormality', 'dropsy']",,,['1-2'],,2018,July
3719,1251787,vaccination,26-02-2016 17:55,dog,"['previcox', 'steroid']",['steroid'],['steroid'],"['muscle weakness', 'nerve damage', 'cough']","['muscle weakness', 'nerve damage', 'cough']",,,"['previcox', 'tablet']",['previcox'],2016,February
1446,6207067,vaccination,06-06-2019 10:25,cat,,,['fine'],"['Vomiting', 'Feline leukemia virus']","['Vomiting', 'dropsy', 'Feline leukemia virus']","['Nobivac ducat', 'Feline leukemia virus vaccine']",ducat felv,,,2019,June
377,5860024,tumour,15-03-2019 10:17,cat,,,['Fine'],['trauma'],['trauma'],,,['Fine'],,2019,March
3663,2102566,vaccination,09-01-2016 12:26,dog,['Kc/rhinitis'],['Kc/rhinitis'],"['Kc/rhinitis', 'Vaccine']","['Cough', 'rhinitis']","['Cough', 'rhinitis']",['Kennel cough vaccine'],kc,,,2016,January
2229,5477121,post_op,13-12-2018 10:28,dog,,,,"['swelling', 'sore']","['swelling', 'sore']",,,['ectad'],,2018,December
677,6564100,vaccination,20-08-2019 09:54,cat,['Intranasal 1 month'],,['trica'],,,"['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,['Intranasal 1 month'],['Intranasal 1 month'],2019,August
1080,5112760,pruritus,26-09-2018 17:09,dog,,,['solan'],,['inflammation of canal wall'],,,,,2018,September
2082,5036153,other_unwell,09-11-2018 14:12,cat,['glucose'],['glucose'],"['fructose', 'glucose']",,,,,"['wloka', 'glucose', 'Intranasal 4 week']",['glucose'],2018,November
3626,4169493,vaccination,02-01-2018 12:52,dog,,,,"['Vomiting ill', 'Cough', 'Vomiting']","['Vomiting ill', 'Cough vaccine - just', 'Cough', 'Vomiting']",['Kennel cough vaccine'],kc,,,2018,January
4387,5381653,vaccination,22-11-2018 10:54,cat,,,"['fine', 'cuck']","['halitosis', 'gingivitis', 'vomiting']","['halitosis', 'gingivitis', 'vomiting']",,,,,2018,November
4084,6060928,vaccination,05-03-2019 11:30,dog,"['tartar upper', 'Nobivaclepto2']",['Nobivaclepto2'],"['Nobivaclepto2', 'bosc']","['Cough', 'bleeding']","['Cough', 'bleeding']","['Nobivaclepto2', 'Canigen', 'Kennel cough vaccine']",l2 canigen kc,['tartar upper'],['tartar upper'],2019,March
4069,5319211,vaccination,11-08-2018 17:11,dog,,,['·'],"['Club', 'allergy']","['Club', 'allergy']",,,['Intranasal 4 week'],,2018,August
2445,2218282,vaccination,26-09-2016 18:05,cat,,,['trica'],"['swelling', 'Feline leukemia virus']","['swelling', 'Feline leukemia virus']","['Nobivac', 'Nobivac tricat', 'Feline leukemia virus vaccine']",nobivac tricat felv,,,2016,September
453,6823569,tumour,17-10-2019 15:00,cat,,,,['pain'],['pain'],,,['Phosphorous : discusser \xa0'],,2019,October
1153,6525930,other_unwell,08-12-2019 14:22,cat,,,['cinclidae'],,,['Metacam meloxicam'],metacam,['ISO/O2 maint'],,2019,December
2350,415179,gastroenteric,18-05-2015 19:16,dog,['steroid'],['steroid'],['steroid'],"['icterus', 'Vomiting']","['icterus', 'Vomiting']",,,['liekly steroid'],,2015,May
3120,4632578,vaccination,20-06-2018 14:10,cat,,,['3-4wks'],"['abdomen pain', 'dry thrive']","['abdomen pain', 'chest aus abdomen palp No abnormality', 'dry thrive']",,,,,2018,June
2927,5594213,other_unwell,14-01-2019 17:05,dog,,,"['shampoo', 'treatm']","['Skin allergy', 'itching', 'inflammation', 'Vomiting']","['Skin allergy', 'itching', 'inflammation', 'Vomiting']",,,['shampoo'],,2019,January
3508,5958731,vaccination,04-08-2019 17:03,dog,,,['ibo'],['diarrhoea'],['diarrhoea'],,,['ibo'],,2019,August
3119,953791,other_healthy,18-12-2015 09:47,cat,,,['Crusty'],,,,,,,2015,December
2367,5479974,other_unwell,13-12-2018 17:03,cat,,,,"['laboured', 'Hypertrophic cardiomyopathy', 'infarct']","['laboured', 'vascular infract etch', 'Hypertrophic cardiomyopathy', 'infarct']",,,,,2018,December
647,5744014,trauma,18-02-2019 09:07,cat,"['Nonsteroidal antiinflammatory drugs', 'Intranasal 2']",,,"['dislocation', 'sore']","['dislocation', 'sore']",,,"['Nonsteroidal antiinflammatory drugs', 'xiraxara', 'Intranasal 2']","['Nonsteroidal antiinflammatory drugs', 'Intranasal 2']",2019,February
1126,1797550,other_unwell,27-06-2016 15:16,dog,,,,"['Diarrhoea', 'Vomiting']","['Diarrhoea', 'Vomiting']",,,,,2016,June
1669,3162722,other_unwell,22-05-2017 17:31,cat,,,['palp-'],"['Weight loss', 'vomiting']","['Weight loss', 'vomiting']",,,,,2017,May
3289,6240461,other_healthy,14-06-2019 09:08,dog,,,,"['chest No abnormality', 'vomiting', 'Vomiting']","['chest No abnormality', 'palp Vomiting', 'vomiting', 'Vomiting']",,,['scavenger'],,2019,June
1271,5920995,other_unwell,29-03-2019 17:03,dog,,,,"['cystitis', 'anal gland infection', 'purulent']","['somnus', 'cystitis', 'anal gland infection', 'purulent']",,,,,2019,March
3716,5882665,vaccination,21-03-2019 08:56,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],['Cough'],"['Cough', 'vivax']","['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,['1-2'],,2019,March
107,3289027,other_healthy,26-06-2017 10:18,dog,['wormer'],,,['Empty Anal Glands'],['Empty Anal Glands'],,,['wormer'],['wormer'],2017,June
2956,3527563,vaccination,23-08-2017 10:01,dog,,,['ornithosauria'],"['otitic', 'erythema', 'itchy']","['otitic', 'erythema', 'itchy']",,,,,2017,August
844,4747773,post_op,15-07-2018 10:17,dog,['Granulate'],['Granulate'],"['RE-CHECK', 'Granulate']",,['abcess'],,,['tablet'],,2018,July
4207,6213464,vaccination,06-07-2019 11:39,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'gaine', 'Nobivaclepto4']","['Vomiting', 'Cough', 'gingivitis', 'defecation']","['Vomiting', 'Cough', 'gingivitis', 'defecation']","['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,,,2019,July
3471,3549907,other_healthy,29-08-2017 16:20,cat,['Magnesium'],,"['fine', 'Magnesium']",['mastitis'],['mastitis'],,,['Magnesium'],['Magnesium'],2017,August
3301,5733932,vaccination,14-02-2019 16:48,dog,['Calcium'],['Calcium'],"['Calcium', 'Fine']","['neoplasia', 'necrotic', 'bleeding']","['neoplasia', 'necrotic', 'bleeding', '/area of hyperkeratosis']",,,"['Fine', ""Calcium n't""]",,2019,February
812,2417919,other_healthy,11-09-2016 12:15,dog,,,,"['puffy', 'pain']","['puffy', 'pain']",['Metacam meloxicam'],metacam,['xiraxara right hock'],,2016,September
3772,281117,gastroenteric,13-12-2014 11:49,dog,"['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']","['melanoma', 'vomit']","['melanoma', 'vomit']",,,['scavenge'],,2014,December
3272,5873406,trauma,18-03-2019 18:55,dog,"['bumps/spots', 'steroid', 'synuclav', 'Intranasal 4 days']","['bumps/spots', 'steroid']","['bumps/spots', 'steroid']","['sore', 'itchy']","['eczema', 'sore', 'itchy']",,,"['synuclav', 'Intranasal 4 days']","['synuclav', 'Intranasal 4 days']",2019,March
1339,6258915,other_healthy,18-06-2019 15:31,dog,,,,"['infection', 'Vomiting']","['infection', 'Vomiting']",,,,,2019,June
4320,6339552,other_healthy,07-05-2019 16:16,dog,,,['cannt'],['hernia'],['hernia'],,,,,2019,May
2441,6310134,vaccination,29-06-2019 10:48,dog,"['fluorescein', 'Intranasal 4 days']",['fluorescein'],"['fluorescein', 'chloramphenicol dropsy']","['Ulcer', 'perforation']","['Ulcer', 'Corneal oedemerid', 'perforation']",,,"['Intranasal 4 days', 'fluorescein', 'chloramphenicol dropsy']","['Intranasal 4 days', 'fluorescein']",2019,June
1178,988213,vaccination,29-12-2015 15:05,dog,"['DHP/L4 A090B01/A040A01', 'Nobivaclepto4']","['DHP/L4 A090B01/A040A01', 'Nobivaclepto4']","['DHP/L4 A090B01/A040A01', 'Nobivaclepto4']",['Cough'],['Cough'],"['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine', 'Nobivac']",dhp l4 kc nobivac,,,2015,December
3780,4434546,other_unwell,23-04-2018 17:57,dog,['Metabolizable'],,['tartaric'],['pain'],"['teeth', 'pain']",,,['Metabolizable'],['Metabolizable'],2018,April
4213,5662213,vaccination,29-01-2019 16:23,dog,"['hibi', 'Intranasal 7']",['hibi'],['hibi'],"['infection', 'bad smell', 'pain', 'bleeding']","['infection', 'bad smell', 'pain', 'bleeding']",['Non-steroidal anti-inflammatory drug'],nsaid,['Intranasal 7'],['Intranasal 7'],2019,January
648,6429775,vaccination,24-07-2019 10:37,cat,,,,['wheezing'],"['dyspnea', 'wheezing']",,,,,2019,July
1251,3118286,tumour,05-10-2017 16:29,dog,,,,"['lame', 'malignancy', 'greasy', 'arthritis', 'Carpal lump', 'Polyuria polydipsia']","['lame', 'malignancy', 'greasy', 'arthritis', 'Carpal lump', 'Polyuria polydipsia']",,,,,2017,October
818,4074776,other_healthy,01-08-2018 11:24,unknown,,,['tody'],['diarrhoea'],['diarrhoea'],,,,,2018,August
120,4315401,post_op,19-03-2018 11:20,dog,,,['solan'],"['infection', 'inflammation']","['healer', 'infection', 'inflammation']",,,,,2018,March
3886,6210707,other_healthy,06-06-2019 17:56,dog,,,"['bilati', 'bilati Otitis Externa', 'solan']","['chronic disease', 'ataxia']","['chronic disease', 'ataxia']",,,,,2019,June
4330,6599876,other_healthy,28-08-2019 14:09,dog,,,['apoquinine'],"['allergy', 'defecation', 'alopecia']","['allergy', 'defecation', 'alopecia', 'pyodermia']",,,,,2019,August
1268,1142724,other_unwell,02-02-2016 18:19,dog,['Intranasal 1 day'],,,"['diarrhoea', 'trauma', 'neuromuscular disorder', 'depressed', 'vomiting']","['diarrhoea', 'trauma', 'neuromuscular disorder', 'depressed', 'vomiting', 'ataxic - placid reflexed normal']",,,['Intranasal 1 day'],['Intranasal 1 day'],2016,February
1319,6747164,vaccination,30-09-2019 17:00,guinea pig,,,['Fine'],['fatty'],['fatty'],,,"['Fine', 'fatty looking material .']",,2019,September
2054,5889755,vaccination,22-03-2019 12:43,dog,['Nobivaclepto4'],['Nobivaclepto4'],"['scared-of-vets', 'Nobivaclepto4']",['gingivitis'],"['gingivitis', 'tooth paste etch']",['Nobivaclepto4'],l4,"[""Intranasal 4 works '""]",,2019,March
25,909118,other_unwell,12-07-2015 17:20,dog,"['commidones', 'glucosamine', 'Non-steroidal anti-inflammatory']","['commidones', 'glucosamine']","['commidones', 'glucosamine']","['Caudal trunk alopecia', 'Weight loss', 'Vomiting']","['Caudal trunk alopecia', 'Weight loss', 'Vomiting']",['Non-steroidal anti-inflammatory drug'],nsaid,"['glucosamine', 'Non-steroidal anti-inflammatory']",['Non-steroidal anti-inflammatory'],2015,July
3556,6696734,vaccination,18-09-2019 15:15,dog,,,['bosc'],,,,,['tablet'],,2019,September
1364,3357576,other_healthy,07-12-2017 11:25,dog,"['Fluorescein', 'hibi']","['Fluorescein', 'hibi']","['Fluorescein', 'hibi', 'cleidorrhexis']",['blepharospasm'],['blepharospasm'],,,,,2017,December
2704,6350535,vaccination,07-08-2019 17:54,dog,,,,,"['crust and dry scale around nail nail', 'lip']",['Rabies vaccine'],rv,,,2019,August
357,6190197,trauma,06-03-2019 15:12,dog,,,"['O/a', 'tramadol/amantadine']",['weight loss'],['weight loss'],,,,,2019,March
486,3176638,other_healthy,25-05-2017 18:02,cat,['Thyroxine'],['Thyroxine'],"['dehydrate', 'Thyroxine', 'Thin']",['skin tent'],['skin tent'],,,"['Put', 'Thyroxine', 'abdal']",['Thyroxine'],2017,May
3978,5588115,pruritus,01-12-2019 11:56,dog,,,"['clear , R-ear external ear significant dark black dried discharge , no', 'R-ear infection', 'Eyes/nose']","['infection', 'bleeding']","['infection', 'bleeding']",,,,,2019,December
133,6704835,vaccination,20-09-2019 09:35,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['HR:118 lung fields- panting', 'nobivacdhp', 'prefernce-', 'Nobivaclepto4']",['Cough'],['Cough'],"['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,"['Flea/Worm', 'Intranasal 4 week']",,2019,September
476,2938218,pruritus,23-03-2017 09:38,dog,,,,"['Pododermatitis aseptica diffusa dry', 'sore']","['Pododermatitis aseptica diffusa dry', 'sore']",,,,,2017,March
4273,2717124,other_healthy,25-01-2017 18:49,dog,['Nonsteroidal antiinflammatory drugs advised'],,['trmadol'],"['Vomiting', 'tenesmus', 'flatulent', 'Diarrhea', 'burping']","['Vomiting', 'tenesmus', 'flatulent', 'Diarrhea', 'burping']",,,"['electrolyte', 'Nonsteroidal antiinflammatory drugs advised']",['Nonsteroidal antiinflammatory drugs advised'],2017,January
2224,1139816,other_unwell,02-02-2016 12:30,cat,['Glucose'],['Glucose'],"['Glucose', 'Ci=2/3']","['hyperthyroidism', 'Vomiting', 'gingivitis', 'neoplasia', 'Diabetes mellitus', 'Chest', 'Bladder non palpable']","['hyperthyroidism', 'Vomiting', 'gingivitis', 'neoplasia', 'Diabetes mellitus', 'Chest', 'Bladder non palpable']",,,,,2016,February
2882,5170540,other_healthy,10-09-2018 09:38,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'A090A03', 'Nobivaclepto4']",['hernias'],['hernias'],"['Nobivac', 'Nobivacdhp', 'Nobivaclepto4']",nobivac dhp l4,,,2018,September
710,6828408,other_healthy,18-10-2019 12:38,dog,"['Metabolizable', 'Iodine thought Iodine could']",,['Metabolizable'],"['arrhythmia', 'Lethargic', 'spinal pain']","['arrhythmia', 'Lethargic', 'spinal pain']",,,"['Metabolizable', 'Iodine thought Iodine could']","['Metabolizable', 'Iodine thought Iodine could']",2019,October
3412,1225426,other_unwell,22-02-2016 08:38,dog,,,,,,,,,,2016,February
481,3530106,other_unwell,23-08-2017 16:24,cat,,,"['DOB', 'abdo-NAD', 'trica']","['Club', 'umbilical hernias', 'Feline leukemia virus']","['Club', 'umbilical hernias', 'Feline leukemia virus']","['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,['DOB'],,2017,August
2954,366397,vaccination,14-03-2015 09:40,cat,['Nonsteroidal antiinflammatory drugs - plan'],,['trica'],['Club'],"['Club', 'heart lungs']","['Nobivac', 'Nobivac tricat']",nobivac tricat,['Nonsteroidal antiinflammatory drugs - plan'],['Nonsteroidal antiinflammatory drugs - plan'],2015,March
214,847185,post_op,21-11-2015 11:27,dog,,,['apoquinine'],"['pruritus', 'arthritis', 'lame']","['pruritus', 'arthritis', 'lame']",,,,,2015,November
2050,2862286,pruritus,03-03-2017 14:08,dog,"['steroid', 'cephalosporins']","['steroid', 'cephalosporins']","['steroid', 'cephalosporins']",['CE'],['CE'],,,"['puttier cream', 'cephalosporins']",['cephalosporins'],2017,March
840,4172823,other_healthy,02-02-2018 09:43,dog,,,['peristerite'],"['purulent', 'pain', 'lame', 'bleeding']","['purulent', 'pain', 'lame', 'bleeding']",,,,,2018,February
1141,5141169,other_healthy,10-02-2018 18:35,dog,"['Nonsteroidal antiinflammatory drugs', 'Non-steroidal']",,,"['airway retch', 'Cough', 'inflammation', 'infection']","['airway retch', 'Cough', 'inflammation', 'infection']","['Kennel cough vaccine', 'Non-steroidal anti-inflammatory drug']",kc nsaid,"['2ndry bac', 'Nonsteroidal antiinflammatory drugs', 'Non-steroidal']","['Nonsteroidal antiinflammatory drugs', 'Non-steroidal']",2018,February
2671,2411074,post_op,11-08-2016 09:02,dog,,,,"['swelling', 'eyelid', 'mouth pain']","['swelling', 'eyelid', 'mouth pain', 'retrot bulb abscess']",,,['retrot bulb abscess'],,2016,August
3730,2849846,vaccination,28-02-2017 17:25,dog,,,['dietine'],['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2017,February
426,5344207,other_healthy,14-11-2018 11:35,dog,['tartar'],,,,,,,"['P/D', 'tartar']",['tartar'],2018,November
4223,231508,vaccination,24-10-2014 17:59,cat,"['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']",['corneal'],"['corneal', 'small mass growing/blocked meibomian']",,,,,2014,October
3551,5872178,vaccination,18-03-2019 17:10,cat,,,['trica'],['Feline leukemia virus'],['Feline leukemia virus'],"['Nobivac', 'Nobivac tricat', 'Feline leukemia virus vaccine']",nobivac tricat felv,,,2019,March
3674,6163341,other_healthy,28-05-2019 16:16,dog,,,,,,,,,,2019,May
2036,4822735,vaccination,30-07-2018 17:06,cat,,,,['Club'],"['Club', 'Intra-thoracic']",,,['toilet'],,2018,July
1493,615932,vaccination,17-09-2015 10:18,dog,"['nobivacdhp', 'creatinine', 'Nobivaclepto4']","['creatinine', 'nobivacdhp', 'Nobivaclepto4']","['creatinine', 'nobivacdhp', 'Nobivaclepto4', ""Nobivaclepto4 A087C01 A033A01 ''""]",['hypothyroidism'],"['healer', 'hepatomegaly', 'hypothyroidism']","['Nobivacdhp', 'Nobivaclepto4', 'Nobivac']",dhp l4 nobivac,['creatinine'],['creatinine'],2015,September
704,1119682,other_unwell,28-01-2016 15:31,dog,,,,,['Intra-thoracic'],,,,,2016,January
1927,2427146,trauma,11-11-2016 11:04,dog,"['Nonsteroidal antiinflammatory drugs ,']",,,"['pain', 'vomiting', 'defecation']","['hler Vomiting', 'pain', 'vomiting', 'defecation']",,,"['Nonsteroidal antiinflammatory drugs ,']","['Nonsteroidal antiinflammatory drugs ,']",2016,November
1292,6431793,other_unwell,24-07-2019 15:23,dog,,,['fine'],"['Cough', 'dry cough', 'cough']","['Cough', 'dry cough', 'cough']",['Kennel cough vaccine'],kc,,,2019,July
712,3301583,other_healthy,28-06-2017 16:31,dog,"['1 dentastix', 'tin']",,,,,,,"['1 xiraxara', '1 tin tuna', '1 dentastix', 'tin']","['1 dentastix', 'tin']",2017,June
154,6730033,other_healthy,26-09-2019 10:26,unknown,,,"['fine', 'gaine']","['mucous tearing', 'conjunctivitis']","['mucous tearing', 'conjunctivitis']",,,,,2019,September
4102,4644003,vaccination,22-06-2018 18:03,dog,,,,['Cough'],['Cough'],['Kennel cough vaccine'],kc,,,2018,June
235,244258,vaccination,11-07-2014 09:32,dog,['steroid'],['steroid'],"['steroid', 'gaine']","['eyelid', 'otitis']","['eyelid', 'otitis', 'mass eye irritating eye-']",,,"['sugar', 'absi', 'inulin']",,2014,July
256,6518631,other_unwell,08-09-2019 17:34,dog,,,"['shampoo', 'tea tree oil', 'apoquinine']","['pruritus', 'allergy']","['pruritus', 'allergy']",,,['tablet'],,2019,September
2698,5734039,vaccination,14-02-2019 16:59,dog,"['Intranasal 2 week', 'Nobivaclepto4']",['Nobivaclepto4'],['Nobivaclepto4'],"['diarrhoea', 'Cough']","['diarrhoea', 'Cough']","['Nobivaclepto4', 'Nobivac', 'Kennel cough vaccine']",l4 nobivac kc,['Intranasal 2 week'],['Intranasal 2 week'],2019,February
3856,5365067,vaccination,19-11-2018 14:04,dog,,,,['Vomiting'],"['heart oka', 'Vomiting']",,,['eyes/ears'],,2018,November
2718,6361386,trauma,07-10-2019 15:31,dog,['Non-steroidal anti-inflammatory'],,,['arthritis'],['arthritis'],['Non-steroidal anti-inflammatory drug'],nsaid,['Non-steroidal anti-inflammatory'],['Non-steroidal anti-inflammatory'],2019,October
1795,1119930,vaccination,28-01-2016 16:02,dog,"['Intranasal 2 week', 'aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate', 'DHPPiL2 - C151C01/']",,,['Canigen'],canigen,['Intranasal 2 week'],['Intranasal 2 week'],2016,January
1056,5315735,other_unwell,11-08-2018 10:04,cat,"['saline', 'Intranasal 7 days Owner Reports sooner if Owner', 'Intranasal 1 week']",,,"['weepy', 'eyelid', 'conjunctivitis', 'blepharospasm']","['weepy', 'eyelid', 'conjunctivitis', 'blepharospasm']",,,"['saline', 'Intranasal 7 days Owner Reports sooner if Owner', 'Intranasal 1 week']","['saline', 'Intranasal 7 days Owner Reports sooner if Owner', 'Intranasal 1 week']",2018,August
3645,2117439,other_healthy,09-05-2016 10:52,dog,,,,['inappetence'],"['inappetence', 'anus']",,,"['swellng', '4/6HM']",,2016,May
2843,5241348,vaccination,23-10-2018 17:12,dog,"['Nobivaclepto2', 'Nobivaclepto4']","['Nobivaclepto4', 'Nobivaclepto2']","['Nobivaclepto4', 'sachet', 'gaine', 'Nobivaclepto2']","['infection', 'Vomiting hairy', 'Vomiting']","['infection', 'Vomiting hairy', 'Vomiting']","['Nobivaclepto2', 'Nobivaclepto4']",l2 l4,['sachet'],,2018,October
4030,6520728,other_healthy,08-10-2019 10:44,cat,['Iodine'],['Iodine'],['Iodine'],"['pain', 'vomiting']","['pain', 'vomiting']",,,['tablet'],,2019,October
2204,6182662,vaccination,31-05-2019 17:18,dog,,,['DHP/L4 2/6/2018'],['Club'],['Club'],['Nobivaclepto4'],l4,,,2019,May
1942,1477368,other_unwell,15-04-2016 16:37,dog,,,,['eyelid'],['eyelid'],,,,,2016,April
4091,5246185,other_unwell,24-10-2018 15:46,dog,,,"['gaine', 'Alanine', 'steroid hepatopathy']",,,,,['melanin 3mg 1 tablet'],,2018,October
1985,1178402,tumour,02-10-2016 15:56,unknown,,,['Fine'],['lipoma'],['lipoma'],,,['Fine'],,2016,October
2164,6041591,trauma,29-04-2019 17:30,dog,"['aspartate', 'glutamate-oxaloacetate', 'Intranasal 2']","['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']","['sore', 'necrotic', 'lame']","['Intra-thoracic', 'sore', 'necrotic', 'lame']",,,['Intranasal 2'],['Intranasal 2'],2019,April
